"","userid","gender","country","Platform","B5_reserved","B5_trusting","B5_lazy","B5_handleStress","B5_nonArtistic","B5_outgoing","B5_findsFaults","B5_thorough","B5_nervous","B5_imaginative","attit_genderJokes","attit_cleverInsults","attit_cuteAnimals","attit_GoT","attit_looksJokes","attit_puns","attit_menEgoSex","attit_selfDepr","attit_comebacks","attit_romCom","excite_places","excite_restless","excite_fright","excite_parties","excite_trips","excite_friends","excite_bungee","excite_illegal","humorProd_jokes","humorProd_confid","humorProd_entertain","humorProd_success","moral_feelGood","moral_important","moral_ashamed","moral_notImportant","moral_desire","cheer_cheerful","cheer_fun","cheer_laugh","cheer_walkAir","cheer_amused","cheer_delighted","mood_upset","mood_hostile","mood_alert","mood_ashamed","mood_inspired","mood_nervous","mood_determined","mood_attentive","mood_afraid","mood_active","language_undst","duration","stimulus","funniness_rating"
"34862",2011,"f","GBR","Android",5,4,1,4,2,1,3,4,5,4,2,5,4,4,4,4,2,4,4,4,4,3,1,2,2,2,2,4,2,1,2,2,4,3,4,3,4,4,4,4,1,4,4,2,1,2,1,2,3,3,2,4,2,3,128,"cont_cuteDog",2
"34863",2011,"f","GBR","Android",5,4,1,4,2,1,3,4,5,4,2,5,4,4,4,4,2,4,4,4,4,3,1,2,2,2,2,4,2,1,2,2,4,3,4,3,4,4,4,4,1,4,4,2,1,2,1,2,3,3,2,4,2,3,128,"cont_faceDraw",1
"34864",2011,"f","GBR","Android",5,4,1,4,2,1,3,4,5,4,2,5,4,4,4,4,2,4,4,4,4,3,1,2,2,2,2,4,2,1,2,2,4,3,4,3,4,4,4,4,1,4,4,2,1,2,1,2,3,3,2,4,2,3,128,"cont_avocado",2
"34865",2011,"f","GBR","Android",5,4,1,4,2,1,3,4,5,4,2,5,4,4,4,4,2,4,4,4,4,3,1,2,2,2,2,4,2,1,2,2,4,3,4,3,4,4,4,4,1,4,4,2,1,2,1,2,3,3,2,4,2,3,128,"cont_romFail",2
"34866",2011,"f","GBR","Android",5,4,1,4,2,1,3,4,5,4,2,5,4,4,4,4,2,4,4,4,4,3,1,2,2,2,2,4,2,1,2,2,4,3,4,3,4,4,4,4,1,4,4,2,1,2,1,2,3,3,2,4,2,3,128,"cont_buttCar",3
"34867",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_knock",6
"34868",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_lifeSupport",5
"34869",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_kangeroos",6
"34870",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_iAmCringe",5
"34871",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_cuteDog",4
"34872",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_faceDraw",4
"34873",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_avocado",7
"34874",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_romFail",7
"34875",4116,"m","USA","Android",5,5,5,3,4,3,1,4,4,5,2,2,5,1,1,3,1,3,5,5,1,1,1,1,4,3,1,1,4,5,5,4,5,4,1,1,5,5,3,4,4,3,3,3,2,4,5,4,4,3,5,2,5,5,153,"cont_buttCar",5
"34876",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_knock",4
"34877",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_lifeSupport",2
"34878",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_kangeroos",4
"34879",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_iAmCringe",2
"34880",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_sexGolf",2
"34881",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_cuteDog",2
"34882",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_faceDraw",1
"34883",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_romFail",3
"34884",978,"f","GBR","iOS",5,5,2,5,3,4,2,5,4,4,2,2,4,2,2,2,2,3,4,2,5,2,2,1,4,1,1,1,1,4,2,2,4,4,2,5,4,4,5,2,2,4,3,1,1,2,1,4,1,4,3,1,4,2,80,"cont_buttCar",2
"34885",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_knock",1
"34886",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_kangeroos",2
"34887",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_iAmCringe",3
"34888",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_sexGolf",4
"34889",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_cuteDog",3
"34890",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_faceDraw",5
"34891",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_avocado",4
"34892",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_romFail",4
"34893",4324,"f","GBR","iOS",3,3,5,2,2,3,4,4,4,3,4,4,2,1,3,2,3,4,3,1,5,2,5,3,3,3,5,4,3,3,2,3,4,2,3,2,4,3,5,2,3,4,3,3,3,4,3,4,3,4,2,2,3,2,145,"cont_buttCar",3
"34894",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_knock",6
"34895",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_lifeSupport",7
"34896",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_kangeroos",4
"34897",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_sexGolf",6
"34898",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_cuteDog",4
"34899",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_faceDraw",4
"34900",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_avocado",5
"34901",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_romFail",7
"34902",5131,"f","GBR","Android",3,5,3,3,5,3,4,4,5,5,3,4,5,2,3,5,4,3,4,4,5,5,3,1,5,5,3,2,4,3,5,4,4,5,1,1,5,4,5,3,1,3,4,4,4,3,3,3,5,3,3,4,3,1,172,"cont_buttCar",5
"34903",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_knock",3
"34904",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_lifeSupport",5
"34905",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_kangeroos",5
"34906",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_iAmCringe",3
"34907",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_sexGolf",5
"34908",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_cuteDog",4
"34909",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_faceDraw",5
"34910",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_romFail",6
"34911",3302,"f","GBR","Android",4,4,5,1,5,3,5,4,4,4,4,4,2,1,4,4,2,4,5,5,4,2,2,4,4,4,2,2,1,4,4,4,4,4,1,2,4,3,2,3,1,2,2,4,3,3,2,3,4,3,3,3,2,1,170,"cont_buttCar",5
"34912",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_knock",5
"34913",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_lifeSupport",6
"34914",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_kangeroos",4
"34915",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_iAmCringe",2
"34916",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_sexGolf",1
"34917",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_cuteDog",2
"34918",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_avocado",5
"34919",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_romFail",7
"34920",2005,"f","GBR","Android",4,5,3,2,5,4,3,4,4,4,1,4,5,5,1,4,4,4,4,3,5,4,2,1,4,4,3,3,1,3,4,4,5,4,1,1,5,3,5,1,2,4,4,3,1,3,1,1,3,1,2,1,1,1,115,"cont_buttCar",2
"34921",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_knock",5
"34922",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_lifeSupport",7
"34923",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_kangeroos",7
"34924",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_iAmCringe",5
"34925",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_sexGolf",7
"34926",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_cuteDog",7
"34927",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_avocado",5
"34928",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_romFail",5
"34929",4751,"m","GBR","Android",3,4,5,3,3,2,3,2,2,2,1,3,3,3,4,3,3,4,2,3,3,3,2,2,4,4,5,3,4,2,2,2,4,3,3,3,4,3,3,5,3,4,1,2,2,1,3,2,5,3,4,2,4,3,213,"cont_buttCar",6
"34930",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_lifeSupport",7
"34931",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_kangeroos",7
"34932",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_iAmCringe",7
"34933",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_sexGolf",7
"34934",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_cuteDog",7
"34935",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_faceDraw",7
"34936",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_avocado",7
"34937",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_romFail",7
"34938",3677,"f","USA","Android",5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,5,5,1,5,5,1,1,5,1,5,3,5,5,1,5,1,165,"cont_buttCar",7
"34939",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_knock",4
"34940",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_lifeSupport",2
"34941",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_kangeroos",4
"34942",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_iAmCringe",1
"34943",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_sexGolf",5
"34944",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_cuteDog",4
"34945",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_faceDraw",1
"34946",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_avocado",4
"34947",3697,"f","USA","Android",5,5,4,1,5,2,1,4,5,5,3,2,5,1,1,4,1,1,5,5,2,2,2,1,3,4,1,1,1,1,1,1,5,5,1,1,5,2,4,4,1,2,2,4,1,3,2,3,4,2,3,3,3,3,341,"cont_buttCar",6
"34948",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_knock",3
"34949",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_lifeSupport",3
"34950",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_kangeroos",2
"34951",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_iAmCringe",6
"34952",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_sexGolf",5
"34953",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_cuteDog",3
"34954",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_faceDraw",3
"34955",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_romFail",3
"34956",3851,"m","USA","Android",3,3,2,2,3,2,1,2,3,4,2,2,4,3,4,3,4,3,2,4,3,3,2,3,3,2,1,3,3,2,3,3,4,4,4,4,1,3,3,3,3,3,4,5,3,4,5,5,5,1,5,4,5,2,213,"cont_buttCar",4
"34957",4818,"f","USA","Android",4,4,2,4,5,4,2,5,2,4,4,4,4,4,4,2,2,4,4,4,4,4,2,4,2,2,4,2,2,4,4,4,4,4,2,2,4,5,5,5,5,5,5,3,4,5,2,4,4,5,5,2,5,5,314,"cont_knock",1
"34958",4818,"f","USA","Android",4,4,2,4,5,4,2,5,2,4,4,4,4,4,4,2,2,4,4,4,4,4,2,4,2,2,4,2,2,4,4,4,4,4,2,2,4,5,5,5,5,5,5,3,4,5,2,4,4,5,5,2,5,5,314,"cont_kangeroos",7
"34959",4818,"f","USA","Android",4,4,2,4,5,4,2,5,2,4,4,4,4,4,4,2,2,4,4,4,4,4,2,4,2,2,4,2,2,4,4,4,4,4,2,2,4,5,5,5,5,5,5,3,4,5,2,4,4,5,5,2,5,5,314,"cont_iAmCringe",7
